fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2019-03-02,AA,AA,AA,2047,AA,N665AW,2047,11298,DFW,"Dallas/Fort Worth, TX",13244,MEM,"Memphis, TN",2109,2108,-1,12,2120,2218,4,2235,2222,-13,0,,0,N,86,74,58,1,431,,,,,,,,,
2019-05-07,AS,AS_CODESHARE,AS,3479,OO,N183SY,3479,14057,PDX,"Portland, OR",10713,BOI,"Boise, ID",2200,2152,-8,11,2203,2358,5,10,3,-7,0,,0,N,70,71,55,1,344,,,,,,,,,
2018-01-09,AA,AA,AA,1108,AA,N9629H,1108,12278,ICT,"Wichita, KS",11298,DFW,"Dallas/Fort Worth, TX",800,757,-3,8,805,859,15,929,914,-15,0,,0,N,89,77,54,1,328,,,,,,,,,
2019-01-12,AA,AA_CODESHARE,AA,4372,YX,N437YX,4372,11278,DCA,"Washington, DC",15016,STL,"St. Louis, MO",850,844,-6,18,902,1002,5,1024,1007,-17,0,,0,N,154,143,120,1,719,,,,,,,,,
2019-05-11,DL,DL,DL,1221,DL,N377NW,1221,11433,DTW,"Detroit, MI",14100,PHL,"Philadelphia, PA",2054,2055,1,15,2110,2211,7,2229,2218,-11,0,,0,N,95,83,61,1,453,,,,,,,,,
2019-08-13,B6,B6,B6,746,B6,N630JB,746,14254,PSE,"Ponce, PR",12478,JFK,"New York, NY",245,237,-8,11,248,627,30,649,657,8,0,,0,N,244,260,219,1,1617,,,,,,,,,
2019-03-27,DL,DL,DL,2127,DL,N849DN,2127,14869,SLC,"Salt Lake City, UT",13487,MSP,"Minneapolis, MN",959,956,-3,18,1014,1318,5,1337,1323,-14,0,,0,N,158,147,124,1,991,,,,,,,,,
2019-06-21,AA,AA_CODESHARE,AA,4084,MQ,N941LT,4084,11721,FNT,"Flint, MI",13930,ORD,"Chicago, IL",1053,1044,-9,8,1052,1037,14,1117,1051,-26,0,,0,N,84,67,45,1,223,,,,,,,,,
2018-09-06,AA,AA_CODESHARE,AA,3623,MQ,N808AE,3623,12953,LGA,"New York, NY",11433,DTW,"Detroit, MI",1629,1642,13,,,,,1837,,,1,C,0,N,128,,,1,502,,,,,,1642.0,133,133,
2018-11-08,AA,AA_CODESHARE,AA,5762,YV,N244LR,5762,14107,PHX,"Phoenix, AZ",10800,BUR,"Burbank, CA",2120,2119,-1,15,2134,2145,2,2155,2147,-8,0,,0,N,95,88,71,1,369,,,,,,,,,
2018-12-12,UA,UA_CODESHARE,UA,3600,YX,N638RW,3600,11618,EWR,"Newark, NJ",14122,PIT,"Pittsburgh, PA",615,618,3,15,633,728,5,745,733,-12,0,,0,N,90,75,55,1,319,,,,,,,,,
2019-03-18,AA,AA_CODESHARE,AA,5574,OH,N550NN,5574,11995,GSO,"Greensboro/High Point, NC",11057,CLT,"Charlotte, NC",1745,1810,25,8,1818,1850,3,1850,1853,3,0,,0,N,65,43,32,1,83,,,,,,,,,
2018-01-01,VX,VX,VX,1811,VX,N637VA,1811,14771,SFO,"San Francisco, CA",14057,PDX,"Portland, OR",2145,2141,-4,11,2152,2310,7,2329,2317,-12,0,,0,N,104,96,78,1,550,,,,,,,,,
2018-12-10,F9,F9,F9,529,F9,N313FR,529,10599,BHM,"Birmingham, AL",11292,DEN,"Denver, CO",1825,1926,61,12,1938,2102,8,2039,2110,31,0,,0,N,194,164,144,1,1083,0,0,0,0,31,,,,
2019-04-12,DL,DL_CODESHARE,DL,4203,OO,N549CA,4203,13487,MSP,"Minneapolis, MN",11298,DFW,"Dallas/Fort Worth, TX",1115,1114,-1,29,1143,1347,5,1401,1352,-9,0,,0,N,166,158,124,1,852,,,,,,,,,
2018-06-04,UA,UA_CODESHARE,UA,4857,ZW,N416AW,4857,12945,LEX,"Lexington, KY",13930,ORD,"Chicago, IL",1740,1725,-15,17,1742,1742,20,1816,1802,-14,0,,0,N,96,97,60,1,323,,,,,,,,,
2018-01-22,WN,WN,WN,331,WN,N7830A,331,14893,SMF,"Sacramento, CA",12889,LAS,"Las Vegas, NV",2050,2046,-4,10,2056,2154,4,2210,2158,-12,0,,0,N,80,72,58,1,397,,,,,,,,,
2019-01-30,DL,DL_CODESHARE,DL,5333,9E,N300PQ,5333,12953,LGA,"New York, NY",14122,PIT,"Pittsburgh, PA",1929,2006,37,25,2031,2145,4,2115,2149,34,0,,0,N,106,103,74,1,335,0,0,0,0,34,,,,
2019-06-03,DL,DL,DL,2530,DL,N927DN,2530,11042,CLE,"Cleveland, OH",10397,ATL,"Atlanta, GA",705,704,-1,18,722,838,6,856,844,-12,0,,0,N,111,100,76,1,554,,,,,,,,,
2019-08-07,DL,DL_CODESHARE,DL,3874,OO,N629BR,3874,11641,FAY,"Fayetteville, NC",10397,ATL,"Atlanta, GA",1003,1002,-1,13,1015,1115,6,1130,1121,-9,0,,0,N,87,79,60,1,331,,,,,,,,,
2018-05-31,DL,DL,DL,1820,DL,N344NB,1820,12478,JFK,"New York, NY",11433,DTW,"Detroit, MI",1335,1334,-1,26,1400,1514,3,1530,1517,-13,0,,0,N,115,103,74,1,509,,,,,,,,,
2019-06-26,UA,UA,UA,2171,UA,N87513,2171,11986,GRR,"Grand Rapids, MI",11292,DEN,"Denver, CO",1655,1652,-3,13,1705,1758,7,1800,1805,5,0,,0,N,185,193,173,1,1015,,,,,,,,,
2019-02-05,DL,DL_CODESHARE,DL,3465,9E,N335PQ,3465,11986,GRR,"Grand Rapids, MI",11433,DTW,"Detroit, MI",1938,1931,-7,40,2011,2040,7,2039,2047,8,0,,0,N,61,76,29,1,120,,,,,,,,,
2018-03-12,WN,WN,WN,1956,WN,N263WN,1956,13851,OKC,"Oklahoma City, OK",11259,DAL,"Dallas, TX",1340,1336,-4,6,1342,1418,11,1435,1429,-6,0,,0,N,55,53,36,1,181,,,,,,,,,
2018-04-27,AS,AS_CODESHARE,AS,3336,OO,N171SY,3336,14679,SAN,"San Diego, CA",10423,AUS,"Austin, TX",1859,1850,-9,21,1911,2342,5,2349,2347,-2,0,,0,N,170,177,151,1,1164,,,,,,,,,
2019-02-05,DL,DL,DL,1389,DL,N832DN,1389,10397,ATL,"Atlanta, GA",13495,MSY,"New Orleans, LA",2241,2237,-4,15,2252,2259,3,2320,2302,-18,0,,0,N,99,85,67,1,425,,,,,,,,,
2019-05-18,WN,WN,WN,3376,WN,N8519R,3376,14107,PHX,"Phoenix, AZ",15304,TPA,"Tampa, FL",1115,1134,19,6,1140,1817,3,1805,1820,15,0,,0,N,230,226,217,1,1788,15,0,0,0,0,,,,
2018-04-18,G4,G4,G4,896,G4,217NV,896,14112,PIE,"St. Petersburg, FL",14730,SDF,"Louisville, KY",1349,1348,-1,34,1422,1607,10,1548,1617,29,0,,0,N,119,149,105,1,729,0,0,29,0,0,,,,
2019-07-17,AA,AA,AA,2830,AA,N961NN,2830,14747,SEA,"Seattle, WA",11298,DFW,"Dallas/Fort Worth, TX",1040,1045,5,38,1123,1635,11,1644,1646,2,0,,0,N,244,241,192,1,1660,,,,,,,,,
2019-04-12,DL,DL,DL,2424,DL,N902DE,2424,10397,ATL,"Atlanta, GA",10994,CHS,"Charleston, SC",1050,1048,-2,12,1100,1140,4,1200,1144,-16,0,,0,N,70,56,40,1,259,,,,,,,,,
2018-11-20,AA,AA_CODESHARE,AA,5726,YV,N942LR,5726,11298,DFW,"Dallas/Fort Worth, TX",12278,ICT,"Wichita, KS",2230,2332,62,11,2343,37,5,2346,42,56,0,,0,N,76,70,54,1,328,56,0,0,0,0,,,,
2018-05-02,AA,AA_CODESHARE,AA,6054,CP,N209NN,6054,12892,LAX,"Los Angeles, CA",10140,ABQ,"Albuquerque, NM",1709,1702,-7,9,1711,1936,6,2005,1942,-23,0,,0,N,116,100,85,1,677,,,,,,,,,
2018-04-18,HA,HA,HA,274,HA,N478HA,274,12982,LIH,"Lihue, HI",12173,HNL,"Honolulu, HI",1553,1546,-7,5,1551,1611,7,1630,1618,-12,0,,0,N,37,32,20,1,102,,,,,,,,,
2018-01-10,AA,AA,AA,2133,AA,N959UW,2133,12953,LGA,"New York, NY",10721,BOS,"Boston, MA",800,803,3,25,828,910,5,917,915,-2,0,,0,N,77,72,42,1,184,,,,,,,,,
2018-02-21,AA,AA_CODESHARE,AA,5812,YV,N921FJ,5812,14107,PHX,"Phoenix, AZ",15376,TUS,"Tucson, AZ",1445,1556,71,12,1608,1635,2,1534,1637,63,0,,0,N,49,41,27,1,110,63,0,0,0,0,,,,
2019-08-03,DL,DL_CODESHARE,DL,5433,9E,N538CA,5433,11433,DTW,"Detroit, MI",12339,IND,"Indianapolis, IN",1607,1617,10,26,1643,1726,13,1718,1739,21,0,,0,N,71,82,43,1,231,10,0,11,0,0,,,,
2019-02-04,NK,NK,NK,869,NK,N656NK,869,11298,DFW,"Dallas/Fort Worth, TX",12892,LAX,"Los Angeles, CA",1535,1531,-4,18,1549,1653,7,1705,1700,-5,0,,0,N,210,209,184,1,1235,,,,,,,,,
2019-11-03,UA,UA,UA,647,UA,N34222,647,11292,DEN,"Denver, CO",13244,MEM,"Memphis, TN",2040,2031,-9,18,2049,2331,5,2355,2336,-19,0,,0,N,135,125,102,1,872,,,,,,,,,
2019-05-08,DL,DL,DL,1707,DL,N362NB,1707,10721,BOS,"Boston, MA",12478,JFK,"New York, NY",1704,1701,-3,12,1713,1752,10,1840,1802,-38,0,,0,N,96,61,39,1,187,,,,,,,,,
2018-08-31,AA,AA,AA,1633,AA,N770UW,1633,14683,SAT,"San Antonio, TX",14107,PHX,"Phoenix, AZ",820,815,-5,11,826,823,44,904,907,3,0,,0,N,164,172,117,1,843,,,,,,,,,
2018-05-13,B6,B6,B6,2227,B6,N630JB,2227,11618,EWR,"Newark, NJ",13204,MCO,"Orlando, FL",1909,2112,123,22,2134,2344,2,2202,2346,104,0,,0,N,173,154,130,1,937,9,0,0,0,95,,,,
2019-04-26,B6,B6,B6,1391,B6,N629JB,1391,10721,BOS,"Boston, MA",15304,TPA,"Tampa, FL",2117,2300,103,19,2319,208,6,34,214,100,0,,0,N,197,194,169,1,1185,19,0,0,0,81,,,,
2019-06-16,WN,WN,WN,4911,WN,N728SW,4911,11292,DEN,"Denver, CO",14869,SLC,"Salt Lake City, UT",1825,2055,150,31,2126,2237,9,2000,2246,166,0,,0,N,95,111,71,1,391,0,26,16,0,124,,,,
2018-03-13,AS,AS_CODESHARE,AS,2612,QX,N445QX,2612,14489,RDM,"Bend/Redmond, OR",14747,SEA,"Seattle, WA",940,934,-6,9,943,1031,10,1054,1041,-13,0,,0,N,74,67,48,1,228,,,,,,,,,
2018-12-13,AA,AA_CODESHARE,AA,3893,MQ,N656AE,3893,13930,ORD,"Chicago, IL",10434,AVP,"Scranton/Wilkes-Barre, PA",1835,1835,0,47,1922,2147,3,2133,2150,17,0,,0,N,118,135,85,1,632,0,0,17,0,0,,,,
2018-12-12,UA,UA_CODESHARE,UA,3647,YX,N863RW,3647,14869,SLC,"Salt Lake City, UT",11292,DEN,"Denver, CO",1735,1725,-10,19,1744,1857,11,1921,1908,-13,0,,0,N,106,103,73,1,391,,,,,,,,,
2018-10-27,AS,AS,AS,843,AS,N428AS,843,14747,SEA,"Seattle, WA",12758,KOA,"Kona, HI",948,1000,12,16,1016,1329,4,1315,1333,18,0,,0,N,387,393,373,1,2688,0,0,6,0,12,,,,
2019-09-25,WN,WN,WN,244,WN,N8601C,244,11292,DEN,"Denver, CO",14893,SMF,"Sacramento, CA",2125,2123,-2,12,2135,2234,5,2250,2239,-11,0,,0,N,145,136,119,1,909,,,,,,,,,
2018-06-16,WN,WN,WN,3643,WN,N8325D,3643,13232,MDW,"Chicago, IL",12889,LAS,"Las Vegas, NV",605,603,-2,8,611,732,4,750,736,-14,0,,0,N,225,213,201,1,1521,,,,,,,,,
2018-06-20,AA,AA_CODESHARE,AA,5198,OH,N213PS,5198,13139,LYH,"Lynchburg, VA",11057,CLT,"Charlotte, NC",1943,2019,36,10,2029,2105,4,2052,2109,17,0,,0,N,69,50,36,1,175,0,0,0,0,17,,,,
2019-10-07,UA,UA_CODESHARE,UA,5572,OO,N860AS,5572,11540,ELP,"El Paso, TX",11292,DEN,"Denver, CO",1841,1824,-17,12,1836,2001,20,2040,2021,-19,0,,0,N,119,117,85,1,563,,,,,,,,,
2019-11-17,WN,WN,WN,2822,WN,N7740A,2822,13871,OMA,"Omaha, NE",11292,DEN,"Denver, CO",1930,1921,-9,10,1931,1943,5,2000,1948,-12,0,,0,N,90,87,72,1,472,,,,,,,,,
2019-01-05,UA,UA_CODESHARE,UA,3536,YX,N655RW,3536,13930,ORD,"Chicago, IL",11624,EYW,"Key West, FL",915,909,-6,19,928,1309,8,1331,1317,-14,0,,0,N,196,188,161,1,1251,,,,,,,,,
2019-07-10,G4,G4,G4,2281,G4,333NV,2281,12917,LCK,"Columbus, OH",12451,JAX,"Jacksonville, FL",1631,1625,-6,14,1639,1820,8,1821,1828,7,0,,0,N,110,123,101,1,646,,,,,,,,,
2019-08-17,DL,DL_CODESHARE,DL,5377,9E,N197PQ,5377,10397,ATL,"Atlanta, GA",13367,MLI,"Moline, IL",1106,1118,12,14,1132,1201,3,1205,1204,-1,0,,0,N,119,106,89,1,633,,,,,,,,,
2019-08-18,DL,DL,DL,2663,DL,N675DL,2663,14908,SNA,"Santa Ana, CA",10397,ATL,"Atlanta, GA",2130,2135,5,15,2150,425,9,444,434,-10,0,,0,N,254,239,215,1,1919,,,,,,,,,
2018-10-14,DL,DL,DL,1071,DL,N352DN,1071,12953,LGA,"New York, NY",13204,MCO,"Orlando, FL",1140,1153,13,15,1208,1420,7,1439,1427,-12,0,,0,N,179,154,132,1,950,,,,,,,,,
2018-06-29,DL,DL_CODESHARE,DL,7411,OO,N879AS,7411,11433,DTW,"Detroit, MI",14150,PLN,"Pellston, MI",1210,1204,-6,17,1221,1308,3,1321,1311,-10,0,,0,N,71,67,47,1,243,,,,,,,,,
2018-08-14,AA,AA,AA,1858,AA,N110UW,1858,11057,CLT,"Charlotte, NC",10257,ALB,"Albany, NY",2209,2205,-4,12,2217,2348,5,1,2353,-8,0,,0,N,112,108,91,1,646,,,,,,,,,
2018-12-28,AA,AA_CODESHARE,AA,5749,YV,N904FJ,5749,13871,OMA,"Omaha, NE",11298,DFW,"Dallas/Fort Worth, TX",1314,1332,18,30,1402,1540,10,1511,1550,39,0,,0,N,117,138,98,1,583,9,0,21,0,9,,,,
2018-12-23,AA,AA,AA,163,AA,N336RU,163,12892,LAX,"Los Angeles, CA",11278,DCA,"Washington, DC",810,807,-3,22,829,1557,7,1603,1604,1,0,,0,N,293,297,268,1,2311,,,,,,,,,
2018-03-03,WN,WN,WN,2455,WN,N566WN,2455,10821,BWI,"Baltimore, MD",11697,FLL,"Fort Lauderdale, FL",1145,1141,-4,11,1152,1354,3,1430,1357,-33,0,,0,N,165,136,122,1,925,,,,,,,,,
2019-02-28,UA,UA_CODESHARE,UA,5055,OO,N939SW,5055,11292,DEN,"Denver, CO",12899,LBF,"North Platte, NE",1340,1338,-2,10,1348,1526,9,1550,1535,-15,0,,0,N,70,57,38,1,228,,,,,,,,,
2019-03-21,NK,NK,NK,906,NK,N614NK,906,11292,DEN,"Denver, CO",12266,IAH,"Houston, TX",1530,1531,1,10,1541,1842,14,1858,1856,-2,0,,0,N,148,145,121,1,862,,,,,,,,,
2019-05-22,WN,WN,WN,628,WN,N245WN,628,14679,SAN,"San Diego, CA",14107,PHX,"Phoenix, AZ",1820,1839,19,11,1850,1938,3,1940,1941,1,0,,0,N,80,62,48,1,304,,,,,,,,,
2019-10-23,AS,AS_CODESHARE,AS,3397,OO,N400SY,3397,13198,MCI,"Kansas City, MO",14679,SAN,"San Diego, CA",905,847,-18,10,857,1011,3,1050,1014,-36,0,,0,N,225,207,194,1,1334,,,,,,,,,
2018-05-01,AA,AA_CODESHARE,AA,3890,MQ,N523AE,3890,13930,ORD,"Chicago, IL",10821,BWI,"Baltimore, MD",1515,1509,-6,12,1521,1746,7,1806,1753,-13,0,,0,N,111,104,85,1,622,,,,,,,,,
2019-09-30,HA,HA_CODESHARE,HA,678,EM,,678,12173,HNL,"Honolulu, HI",12492,JHM,"Kapalua, HI",1637,,,,,,,1715,,,1,A,0,N,38,,,1,84,,,,,,,,,
2019-11-27,AA,AA,AA,1497,AA,N934AA,1497,11298,DFW,"Dallas/Fort Worth, TX",10721,BOS,"Boston, MA",840,832,-8,12,844,1234,18,1310,1252,-18,0,,0,N,210,200,170,1,1562,,,,,,,,,
