fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2019-01-10,DL,DL_CODESHARE,DL,5001,9E,N836AY,5001,10397,ATL,"Atlanta, GA",10208,AGS,"Augusta, GA",856,847,-9,18,905,935,4,952,939,-13,0,,0,N,56,52,30,1,143,,,,,,,,,
2018-06-25,UA,UA_CODESHARE,UA,3410,YX,N727YX,3410,11433,DTW,"Detroit, MI",11618,EWR,"Newark, NJ",1315,1307,-8,53,1400,1509,7,1501,1516,15,0,,0,N,106,129,69,1,488,0,0,15,0,0,,,,
2019-05-07,DL,DL_CODESHARE,DL,5494,9E,N840AY,5494,10980,CHA,"Chattanooga, TN",10397,ATL,"Atlanta, GA",933,931,-2,8,939,1002,10,1029,1012,-17,0,,0,N,56,41,23,1,106,,,,,,,,,
2018-08-05,DL,DL,DL,1321,DL,N951DN,1321,13487,MSP,"Minneapolis, MN",10713,BOI,"Boise, ID",1940,1938,-2,13,1951,2128,5,2149,2133,-16,0,,0,N,189,175,157,1,1142,,,,,,,,,
2018-12-05,AA,AA_CODESHARE,AA,3930,MQ,N246NN,3930,11995,GSO,"Greensboro/High Point, NC",11298,DFW,"Dallas/Fort Worth, TX",709,709,0,11,720,924,11,920,935,15,0,,0,N,191,206,184,1,999,0,0,15,0,0,,,,
2018-08-21,DL,DL_CODESHARE,DL,6272,G7,N181GJ,6272,13487,MSP,"Minneapolis, MN",10693,BNA,"Nashville, TN",1520,1515,-5,15,1530,1659,14,1732,1713,-19,0,,0,N,132,118,89,1,695,,,,,,,,,
2019-11-30,DL,DL,DL,422,DL,N806DN,422,14869,SLC,"Salt Lake City, UT",14100,PHL,"Philadelphia, PA",1059,1108,9,16,1124,1707,6,1713,1713,0,0,,0,N,254,245,223,1,1927,,,,,,,,,
2018-07-10,DL,DL,DL,1450,DL,N374DA,1450,12889,LAS,"Las Vegas, NV",13487,MSP,"Minneapolis, MN",20,19,-1,24,43,529,3,518,532,14,0,,0,N,178,193,166,1,1299,,,,,,,,,
2018-07-26,UA,UA,UA,692,UA,N67827,692,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1800,1802,2,40,1842,2127,10,2115,2137,22,0,,0,N,135,155,105,1,733,0,0,22,0,0,,,,
2018-03-31,WN,WN,WN,6024,WN,N8688J,6024,12889,LAS,"Las Vegas, NV",13232,MDW,"Chicago, IL",900,858,-2,12,910,1403,5,1430,1408,-22,0,,0,N,210,190,173,1,1521,,,,,,,,,
2018-09-19,DL,DL,DL,693,DL,N836DN,693,14057,PDX,"Portland, OR",12478,JFK,"New York, NY",1115,1125,10,13,1138,1911,23,1946,1934,-12,0,,0,N,331,309,273,1,2454,,,,,,,,,
2019-07-03,AS,AS,AS,10,AS,N260AK,10,14747,SEA,"Seattle, WA",13204,MCO,"Orlando, FL",2120,2128,8,30,2158,602,7,600,609,9,0,,0,N,340,341,304,1,2554,,,,,,,,,
2019-06-10,HA,HA,HA,248,HA,N490HA,248,12173,HNL,"Honolulu, HI",12758,KOA,"Kona, HI",1135,1128,-7,14,1142,1209,6,1226,1215,-11,0,,0,N,51,47,27,1,163,,,,,,,,,
2018-06-05,WN,WN,WN,396,WN,N408WN,396,12191,HOU,"Houston, TX",14683,SAT,"San Antonio, TX",2015,2139,84,7,2146,2219,4,2110,2223,73,0,,0,N,55,44,33,1,192,0,0,0,0,73,,,,
2019-10-09,NK,NK,NK,676,NK,N530NK,676,11697,FLL,"Fort Lauderdale, FL",13204,MCO,"Orlando, FL",2031,2028,-3,15,2043,2114,12,2140,2126,-14,0,,0,N,69,58,31,1,177,,,,,,,,,
2019-01-29,WN,WN,WN,784,WN,N223WN,784,12391,ISP,"Islip, NY",13204,MCO,"Orlando, FL",1820,1815,-5,8,1823,2052,3,2115,2055,-20,0,,0,N,175,160,149,1,971,,,,,,,,,
2019-06-19,B6,B6,B6,1925,B6,N505JB,1925,14831,SJC,"San Jose, CA",12954,LGB,"Long Beach, CA",1919,1904,-15,27,1931,2025,3,2033,2028,-5,0,,0,N,74,84,54,1,324,,,,,,,,,
2019-03-11,WN,WN,WN,1640,WN,N234WN,1640,12896,LBB,"Lubbock, TX",11259,DAL,"Dallas, TX",1435,1432,-3,9,1441,1529,3,1545,1532,-13,0,,0,N,70,60,48,1,293,,,,,,,,,
2019-01-29,UA,UA_CODESHARE,UA,6035,YV,N85358,6035,12266,IAH,"Houston, TX",13931,ORF,"Norfolk, VA",1155,1530,215,9,1539,1859,2,1542,1901,199,0,,0,N,167,151,140,1,1201,199,0,0,0,0,,,,
2019-04-20,WN,WN,WN,2804,WN,N910WN,2804,14683,SAT,"San Antonio, TX",11259,DAL,"Dallas, TX",1605,1603,-2,6,1609,1653,8,1715,1701,-14,0,,0,N,70,58,44,1,247,,,,,,,,,
2018-06-16,UA,UA,UA,1128,UA,N647UA,1128,13930,ORD,"Chicago, IL",12266,IAH,"Houston, TX",1412,1444,32,25,1509,1719,9,1658,1728,30,0,,0,N,166,164,130,1,925,30,0,0,0,0,,,,
2019-04-28,AS,AS,AS,864,AS,N537AS,864,13830,OGG,"Kahului, HI",14747,SEA,"Seattle, WA",1345,1344,-1,8,1352,2203,11,2225,2214,-11,0,,0,N,340,330,311,1,2640,,,,,,,,,
2019-02-21,AA,AA,AA,1249,AA,N138AN,1249,13303,MIA,"Miami, FL",12953,LGA,"New York, NY",1135,1131,-4,15,1146,1405,8,1436,1413,-23,0,,0,N,181,162,139,1,1096,,,,,,,,,
2019-03-13,AA,AA,AA,1441,AA,N916AN,1441,11298,DFW,"Dallas/Fort Worth, TX",15376,TUS,"Tucson, AZ",1645,,,,,,,1707,,,1,C,0,N,142,,,1,813,,,,,,,,,
2018-10-09,WN,WN,WN,2008,WN,N8689C,2008,10693,BNA,"Nashville, TN",13232,MDW,"Chicago, IL",2150,2334,104,8,2342,38,4,2315,42,87,0,,0,N,85,68,56,1,395,0,86,0,0,1,,,,
2018-05-19,WN,WN,WN,4598,WN,N8681M,4598,14831,SJC,"San Jose, CA",14679,SAN,"San Diego, CA",650,655,5,11,706,807,2,810,809,-1,0,,0,N,80,74,61,1,417,,,,,,,,,
2018-11-07,WN,WN,WN,1341,WN,N8684F,1341,12191,HOU,"Houston, TX",14683,SAT,"San Antonio, TX",1425,1429,4,8,1437,1518,5,1525,1523,-2,0,,0,N,60,54,41,1,192,,,,,,,,,
2019-07-22,DL,DL,DL,1526,DL,N721TW,1526,12892,LAX,"Los Angeles, CA",10721,BOS,"Boston, MA",805,803,-2,22,825,1614,12,1645,1626,-19,0,,0,N,340,323,289,1,2611,,,,,,,,,
2019-08-25,AA,AA_CODESHARE,AA,5732,YV,N955LR,5732,10599,BHM,"Birmingham, AL",11298,DFW,"Dallas/Fort Worth, TX",1743,2145,242,13,2158,2330,9,1945,2339,234,0,,0,N,122,114,92,1,597,0,0,0,0,234,,,,
2019-11-19,DL,DL_CODESHARE,DL,5058,9E,N840AY,5058,12953,LGA,"New York, NY",10792,BUF,"Buffalo, NY",720,750,30,42,832,922,4,849,926,37,0,,0,N,89,96,50,1,292,30,0,7,0,0,,,,
2018-12-19,UA,UA_CODESHARE,UA,4864,ZW,N458AW,4864,14633,RST,"Rochester, MN",13930,ORD,"Chicago, IL",530,524,-6,13,537,622,7,700,629,-31,0,,0,N,90,65,45,1,268,,,,,,,,,
2018-11-29,WN,WN,WN,722,WN,N7868K,722,14100,PHL,"Philadelphia, PA",10693,BNA,"Nashville, TN",1730,1725,-5,16,1741,1826,4,1845,1830,-15,0,,0,N,135,125,105,1,675,,,,,,,,,
2019-03-01,WN,WN,WN,3425,WN,N728SW,3425,14893,SMF,"Sacramento, CA",12889,LAS,"Las Vegas, NV",2105,2100,-5,8,2108,2207,7,2225,2214,-11,0,,0,N,80,74,59,1,397,,,,,,,,,
2018-06-26,DL,DL,DL,1731,DL,N935AT,1731,10397,ATL,"Atlanta, GA",13232,MDW,"Chicago, IL",1935,2002,27,10,2012,2037,10,2040,2047,7,0,,0,N,125,105,85,1,591,,,,,,,,,
2019-09-20,AA,AA,AA,1191,AA,N157AA,1191,11298,DFW,"Dallas/Fort Worth, TX",12953,LGA,"New York, NY",1741,1804,23,11,1815,2212,7,2208,2219,11,0,,0,N,207,195,177,1,1389,,,,,,,,,
2019-06-30,UA,UA_CODESHARE,UA,6015,YV,N513MJ,6015,12264,IAD,"Washington, DC",14122,PIT,"Pittsburgh, PA",1740,1820,40,13,1833,1907,5,1849,1912,23,0,,0,N,69,52,34,1,182,0,0,23,0,0,,,,
2018-09-26,DL,DL,DL,1528,DL,N876DN,1528,12889,LAS,"Las Vegas, NV",13487,MSP,"Minneapolis, MN",700,658,-2,13,711,1204,3,1206,1207,1,0,,0,N,186,189,173,1,1299,,,,,,,,,
2019-08-04,WN,WN,WN,5363,WN,N406WN,5363,13342,MKE,"Milwaukee, WI",10821,BWI,"Baltimore, MD",1230,1227,-3,9,1236,1504,3,1520,1507,-13,0,,0,N,110,100,88,1,641,,,,,,,,,
2019-05-30,UA,UA_CODESHARE,UA,5640,OO,N934SW,5640,12266,IAH,"Houston, TX",12339,IND,"Indianapolis, IN",1620,1737,77,12,1749,2038,8,1942,2046,64,0,,0,N,142,129,109,1,844,64,0,0,0,0,,,,
2019-12-25,B6,B6,B6,2554,B6,N526JL,2554,14027,PBI,"West Palm Beach/Palm Beach, FL",12478,JFK,"New York, NY",1509,1451,-18,22,1513,1725,3,1800,1728,-32,0,,0,N,171,157,132,1,1028,,,,,,,,,
2019-06-07,F9,F9,F9,753,F9,N706FR,753,11292,DEN,"Denver, CO",14107,PHX,"Phoenix, AZ",1045,1042,-3,14,1056,1124,8,1139,1132,-7,0,,0,N,114,110,88,1,602,,,,,,,,,
2018-03-15,DL,DL_CODESHARE,DL,4674,OO,N856AS,4674,11898,GFK,"Grand Forks, ND",13487,MSP,"Minneapolis, MN",750,1033,163,10,1043,1131,5,915,1136,141,0,,0,N,85,63,48,1,284,141,0,0,0,0,740.0,56,56,
2018-03-11,AS,AS,AS,573,AS,N583AS,573,12892,LAX,"Los Angeles, CA",14057,PDX,"Portland, OR",600,552,-8,16,608,809,4,828,813,-15,0,,0,N,148,141,121,1,834,,,,,,,,,
2018-12-08,AA,AA_CODESHARE,AA,2998,OO,N702SK,2998,11433,DTW,"Detroit, MI",13930,ORD,"Chicago, IL",1037,1036,-1,16,1052,1043,14,1109,1057,-12,0,,0,N,92,81,51,1,235,,,,,,,,,
2018-02-06,AA,AA_CODESHARE,AA,4905,PT,N639AE,4905,10785,BTV,"Burlington, VT",14100,PHL,"Philadelphia, PA",1033,1024,-9,12,1036,1140,5,1205,1145,-20,0,,0,N,92,81,64,1,335,,,,,,,,,
2018-09-05,DL,DL_CODESHARE,DL,3489,9E,N398CA,3489,10721,BOS,"Boston, MA",11193,CVG,"Cincinnati, OH",1459,1449,-10,33,1522,1720,4,1724,1724,0,0,,0,N,145,155,118,1,752,,,,,,,,,
2019-08-11,WN,WN,WN,3153,WN,N7820L,3153,11292,DEN,"Denver, CO",14747,SEA,"Seattle, WA",1615,1650,35,9,1659,1822,5,1810,1827,17,0,,0,N,175,157,143,1,1024,2,0,0,0,15,,,,
2018-12-29,WN,WN,WN,6312,WN,N7720F,6312,10800,BUR,"Burbank, CA",11292,DEN,"Denver, CO",1435,1439,4,10,1449,1759,6,1745,1805,20,0,,0,N,130,146,130,1,850,0,0,20,0,0,,,,
2019-05-15,UA,UA_CODESHARE,UA,4272,EV,N17115,4272,15370,TUL,"Tulsa, OK",13930,ORD,"Chicago, IL",1815,1805,-10,16,1821,1950,26,2025,2016,-9,0,,0,N,130,131,89,1,585,,,,,,,,,
2019-06-20,AS,AS,AS,101,AS,N560AS,101,14747,SEA,"Seattle, WA",10299,ANC,"Anchorage, AK",700,654,-6,18,712,932,5,945,937,-8,0,,0,N,225,223,200,1,1448,,,,,,,,,
2018-02-21,DL,DL,DL,2404,DL,N983AT,2404,10620,BIL,"Billings, MT",13487,MSP,"Minneapolis, MN",1340,1337,-3,10,1347,1624,4,1645,1628,-17,0,,0,N,125,111,97,1,748,,,,,,,,,
2019-02-18,DL,DL_CODESHARE,DL,3553,OO,N809SK,3553,13930,ORD,"Chicago, IL",14869,SLC,"Salt Lake City, UT",1846,1839,-7,26,1905,2119,6,2134,2125,-9,0,,0,N,228,226,194,1,1250,,,,,,,,,
2019-01-08,WN,WN,WN,1950,WN,N7705A,1950,12892,LAX,"Los Angeles, CA",14570,RNO,"Reno, NV",1155,1216,21,8,1224,1322,4,1330,1326,-4,0,,0,N,95,70,58,1,391,,,,,,,,,
2018-07-12,UA,UA_CODESHARE,UA,4955,C5,N11193,4955,12264,IAD,"Washington, DC",15096,SYR,"Syracuse, NY",2200,2150,-10,15,2205,2253,5,2319,2258,-21,0,,0,N,79,68,48,1,296,,,,,,,,,
2019-05-29,WN,WN,WN,350,WN,N214WN,350,15304,TPA,"Tampa, FL",10423,AUS,"Austin, TX",750,747,-3,12,759,910,5,930,915,-15,0,,0,N,160,148,131,1,928,,,,,,,,,
2019-07-23,WN,WN,WN,1008,WN,N492WN,1008,12892,LAX,"Los Angeles, CA",14831,SJC,"San Jose, CA",905,905,0,10,915,1003,4,1015,1007,-8,0,,0,N,70,62,48,1,308,,,,,,,,,
2018-07-14,WN,WN,WN,5027,WN,N438WN,5027,14869,SLC,"Salt Lake City, UT",14893,SMF,"Sacramento, CA",1255,1302,7,9,1311,1327,4,1330,1331,1,0,,0,N,95,89,76,1,532,,,,,,,,,
2019-10-02,UA,UA,UA,368,UA,N26215,368,14747,SEA,"Seattle, WA",14771,SFO,"San Francisco, CA",606,559,-7,20,619,757,9,815,806,-9,0,,0,N,129,127,98,1,679,,,,,,,,,
2018-06-09,WN,WN,WN,1934,WN,N269WN,1934,10693,BNA,"Nashville, TN",14683,SAT,"San Antonio, TX",1815,1811,-4,9,1820,2014,2,2025,2016,-9,0,,0,N,130,125,114,1,822,,,,,,,,,
2019-01-15,HA,HA,HA,343,HA,N478HA,343,12173,HNL,"Honolulu, HI",12982,LIH,"Lihue, HI",1520,1511,-9,25,1536,1600,5,1600,1605,5,0,,0,N,40,54,24,1,102,,,,,,,,,
2018-09-02,AA,AA,AA,2634,AA,N164NN,2634,14771,SFO,"San Francisco, CA",13930,ORD,"Chicago, IL",1421,1412,-9,14,1426,2111,8,2050,2119,29,0,,0,N,269,307,285,1,1846,0,0,29,0,0,,,,
2019-12-12,AA,AA,AA,2428,AA,N152AA,2428,13930,ORD,"Chicago, IL",11298,DFW,"Dallas/Fort Worth, TX",806,814,8,15,829,1029,16,1041,1045,4,0,,0,N,155,151,120,1,801,,,,,,,,,
2019-10-23,AA,AA,AA,1006,AA,N889NN,1006,11298,DFW,"Dallas/Fort Worth, TX",14869,SLC,"Salt Lake City, UT",1129,1125,-4,16,1141,1313,5,1321,1318,-3,0,,0,N,172,173,152,1,989,,,,,,,,,
2019-06-02,G4,G4,G4,844,G4,249NV,844,12544,USA,"Concord, NC",14112,PIE,"St. Petersburg, FL",832,832,0,7,839,941,7,1010,948,-22,0,,0,N,98,76,62,1,528,,,,,,,,,
2018-12-08,AA,AA_CODESHARE,AA,4013,MQ,N694AE,4013,14783,SGF,"Springfield, MO",13930,ORD,"Chicago, IL",1623,1621,-2,10,1631,1738,9,1808,1747,-21,0,,0,N,105,86,67,1,438,,,,,,,,,
2019-08-19,AA,AA,AA,1862,AA,N114UW,1862,11057,CLT,"Charlotte, NC",12953,LGA,"New York, NY",1305,1313,8,13,1326,1442,6,1500,1448,-12,0,,0,N,115,95,76,1,544,,,,,,,,,
2019-09-29,AA,AA,AA,1113,AA,N986NN,1113,11298,DFW,"Dallas/Fort Worth, TX",14831,SJC,"San Jose, CA",917,915,-2,20,935,1054,3,1110,1057,-13,0,,0,N,233,222,199,1,1438,,,,,,,,,
2018-10-02,AA,AA,AA,1172,AA,N839NN,1172,13930,ORD,"Chicago, IL",10721,BOS,"Boston, MA",1829,1850,21,41,1931,2223,7,2149,2230,41,0,,0,N,140,160,112,1,867,0,0,41,0,0,,,,
2018-01-01,DL,DL_CODESHARE,DL,3899,9E,N310PQ,3899,14576,ROC,"Rochester, NY",12478,JFK,"New York, NY",536,529,-7,40,609,656,7,719,703,-16,0,,0,N,103,94,47,1,264,,,,,,,,,
2018-06-01,DL,DL,DL,2354,DL,N806DN,2354,14869,SLC,"Salt Lake City, UT",12478,JFK,"New York, NY",1410,1414,4,13,1427,2038,20,2053,2058,5,0,,0,N,283,284,251,1,1990,,,,,,,,,
2019-06-01,UA,UA,UA,1798,UA,N37471,1798,14771,SFO,"San Francisco, CA",14679,SAN,"San Diego, CA",1808,1803,-5,19,1822,1928,3,1942,1931,-11,0,,0,N,94,88,66,1,447,,,,,,,,,
2018-09-10,WN,WN,WN,6020,WN,N742SW,6020,12892,LAX,"Los Angeles, CA",14057,PDX,"Portland, OR",1455,1446,-9,10,1456,1658,2,1715,1700,-15,0,,0,N,140,134,122,1,834,,,,,,,,,
2019-03-10,DL,DL_CODESHARE,DL,3501,OO,N460SW,3501,10434,AVP,"Scranton/Wilkes-Barre, PA",11433,DTW,"Detroit, MI",555,604,9,114,758,911,7,750,918,88,0,,0,N,115,194,73,1,399,9,0,79,0,0,,,,
2019-06-22,UA,UA_CODESHARE,UA,3836,ZW,N466AW,3836,12197,HPN,"White Plains, NY",13930,ORD,"Chicago, IL",1811,1801,-10,14,1815,1914,13,1950,1927,-23,0,,0,N,159,146,119,1,738,,,,,,,,,
2019-07-30,UA,UA_CODESHARE,UA,3679,YX,N656RW,3679,15919,XNA,"Fayetteville, AR",11618,EWR,"Newark, NJ",1645,1732,47,52,1824,2213,27,2057,2240,103,0,,0,N,192,248,169,1,1131,0,0,103,0,0,,,,
2018-09-30,UA,UA,UA,1244,UA,N39423,1244,13930,ORD,"Chicago, IL",12264,IAD,"Washington, DC",1550,1549,-1,17,1606,1822,5,1844,1827,-17,0,,0,N,114,98,76,1,588,,,,,,,,,
2019-08-31,UA,UA_CODESHARE,UA,4202,EV,N11164,4202,11618,EWR,"Newark, NJ",15016,STL,"St. Louis, MO",1605,1556,-9,16,1612,1720,13,1754,1733,-21,0,,0,N,169,157,128,1,872,,,,,,,,,
2018-12-30,WN,WN,WN,6700,WN,N218WN,6700,14831,SJC,"San Jose, CA",12892,LAX,"Los Angeles, CA",1235,1236,1,16,1252,1341,5,1350,1346,-4,0,,0,N,75,70,49,1,308,,,,,,,,,
2019-10-25,UA,UA_CODESHARE,UA,4861,ZW,N408AW,4861,13930,ORD,"Chicago, IL",10792,BUF,"Buffalo, NY",1130,1130,0,18,1148,1350,7,1412,1357,-15,0,,0,N,102,87,62,1,473,,,,,,,,,
2018-05-28,AA,AA,AA,2263,AA,N902AA,2263,12953,LGA,"New York, NY",11298,DFW,"Dallas/Fort Worth, TX",1959,1954,-5,14,2008,2205,3,2257,2208,-49,0,,0,N,238,194,177,1,1389,,,,,,,,,
2019-05-26,UA,UA,UA,450,UA,N33289,450,13930,ORD,"Chicago, IL",14524,RIC,"Richmond, VA",1815,1814,-1,26,1840,2108,4,2119,2112,-7,0,,0,N,124,118,88,1,642,,,,,,,,,
2019-08-15,DL,DL_CODESHARE,DL,6009,YX,N213JQ,6009,12339,IND,"Indianapolis, IN",12953,LGA,"New York, NY",1515,1615,60,25,1640,1841,10,1725,1851,86,0,,0,N,130,156,121,1,660,0,0,86,0,0,,,,
2018-05-08,AA,AA,AA,2658,AA,N917AN,2658,13487,MSP,"Minneapolis, MN",13930,ORD,"Chicago, IL",1555,1549,-6,13,1602,1659,19,1734,1718,-16,0,,0,N,99,89,57,1,334,,,,,,,,,
2018-11-26,WN,WN,WN,6720,WN,N8314L,6720,12889,LAS,"Las Vegas, NV",11066,CMH,"Columbus, OH",1250,1251,1,12,1303,1946,4,1935,1950,15,0,,0,N,225,239,223,1,1771,0,0,15,0,0,,,,
2019-12-28,UA,UA_CODESHARE,UA,3620,YX,N722YX,3620,11618,EWR,"Newark, NJ",13495,MSY,"New Orleans, LA",1100,1055,-5,12,1107,1258,6,1335,1304,-31,0,,0,N,215,189,171,1,1167,,,,,,,,,
2019-09-02,HA,HA,HA,201,HA,N475HA,201,12402,ITO,"Hilo, HI",12173,HNL,"Honolulu, HI",1110,1105,-5,8,1113,1149,5,1205,1154,-11,0,,0,N,55,49,36,1,216,,,,,,,,,
2019-09-05,AA,AA,AA,2204,AA,N964AN,2204,14524,RIC,"Richmond, VA",11298,DFW,"Dallas/Fort Worth, TX",701,657,-4,12,709,834,6,915,840,-35,0,,0,N,194,163,145,1,1158,,,,,,,,,
2019-06-11,UA,UA_CODESHARE,UA,5040,OO,N970SW,5040,13344,MKG,"Muskegon, MI",13930,ORD,"Chicago, IL",1309,1305,-4,42,1347,1315,18,1314,1333,19,0,,0,N,65,88,28,1,119,0,0,19,0,0,,,,
2018-09-11,WN,WN,WN,6900,WN,N238WN,6900,14831,SJC,"San Jose, CA",10800,BUR,"Burbank, CA",940,938,-2,12,950,1035,1,1045,1036,-9,0,,0,N,65,58,45,1,296,,,,,,,,,
2018-04-24,DL,DL,DL,745,DL,N868DN,745,14771,SFO,"San Francisco, CA",11433,DTW,"Detroit, MI",1135,1149,14,46,1235,1925,6,1917,1931,14,0,,0,N,282,282,230,1,2079,,,,,,,,,
2018-09-27,DL,DL,DL,2723,DL,N330NW,2723,10397,ATL,"Atlanta, GA",11953,GNV,"Gainesville, FL",2002,2029,27,22,2051,2139,10,2110,2149,39,0,,0,N,68,80,48,1,300,0,0,12,0,27,,,,
2019-10-18,WN,WN,WN,345,WN,N8652B,345,10821,BWI,"Baltimore, MD",11292,DEN,"Denver, CO",1045,1044,-1,9,1053,1213,6,1245,1219,-26,0,,0,N,240,215,200,1,1491,,,,,,,,,
2018-08-20,UA,UA,UA,2038,UA,N76523,2038,14831,SJC,"San Jose, CA",11618,EWR,"Newark, NJ",620,612,-8,34,646,1446,9,1451,1455,4,0,,0,N,331,343,300,1,2548,,,,,,,,,
2019-10-22,AS,AS,AS,316,AS,N323AS,316,14747,SEA,"Seattle, WA",14057,PDX,"Portland, OR",2100,2114,14,19,2133,2158,8,2205,2206,1,0,,0,N,65,52,25,1,129,,,,,,,,,
2018-01-03,DL,DL,DL,1379,DL,N377DE,1379,10397,ATL,"Atlanta, GA",10599,BHM,"Birmingham, AL",1057,1054,-3,12,1106,1037,2,1054,1039,-15,0,,0,N,57,45,31,1,134,,,,,,,,,
2019-04-12,AA,AA_CODESHARE,AA,5355,OH,N723PS,5355,10693,BNA,"Nashville, TN",11278,DCA,"Washington, DC",1313,1304,-9,21,1325,1536,7,1559,1543,-16,0,,0,N,106,99,71,1,562,,,,,,,,,
2018-12-13,UA,UA_CODESHARE,UA,5396,OO,N790SK,5396,11122,CPR,"Casper, WY",11292,DEN,"Denver, CO",600,601,1,13,614,652,9,714,701,-13,0,,0,N,74,60,38,1,230,,,,,,,,,
2018-03-31,B6,B6,B6,612,B6,N649JB,612,14635,RSW,"Fort Myers, FL",11618,EWR,"Newark, NJ",1446,1449,3,10,1459,1718,8,1745,1726,-19,0,,0,N,179,157,139,1,1068,,,,,,,,,
2018-12-13,F9,F9,F9,1658,F9,N720FR,1658,13204,MCO,"Orlando, FL",14843,SJU,"San Juan, PR",2140,2134,-6,14,2148,113,8,129,121,-8,0,,0,N,169,167,145,1,1189,,,,,,,,,
2019-09-23,AA,AA_CODESHARE,AA,3197,OO,N745SK,3197,11267,DAY,"Dayton, OH",13930,ORD,"Chicago, IL",602,553,-9,10,603,546,8,620,554,-26,0,,0,N,78,61,43,1,240,,,,,,,,,
2019-01-04,UA,UA,UA,727,UA,N26909,727,14771,SFO,"San Francisco, CA",12264,IAD,"Washington, DC",1310,1304,-6,40,1344,2106,7,2047,2113,26,0,,0,N,277,309,262,1,2419,0,0,26,0,0,,,,
2018-08-05,WN,WN,WN,4125,WN,N8698B,4125,10693,BNA,"Nashville, TN",14100,PHL,"Philadelphia, PA",1450,1524,34,11,1535,1811,4,1750,1815,25,0,,0,N,120,111,96,1,675,0,25,0,0,0,,,,
2019-08-15,AA,AA_CODESHARE,AA,4344,YX,N434YX,4344,14730,SDF,"Louisville, KY",13303,MIA,"Miami, FL",1812,,,,,,,2048,,,1,C,0,N,156,,,1,910,,,,,,,,,
2019-07-03,AA,AA,AA,385,AA,N963TW,385,15016,STL,"St. Louis, MO",11298,DFW,"Dallas/Fort Worth, TX",1130,1137,7,9,1146,1304,12,1319,1316,-3,0,,0,N,109,99,78,1,550,,,,,,,,,
2018-07-12,DL,DL_CODESHARE,DL,4602,OO,N936SW,4602,10146,ABY,"Albany, GA",10397,ATL,"Atlanta, GA",1148,1139,-9,12,1151,1227,11,1249,1238,-11,0,,0,N,61,59,36,1,145,,,,,,,,,
2019-03-15,DL,DL,DL,2138,DL,N306DN,2138,13487,MSP,"Minneapolis, MN",11278,DCA,"Washington, DC",1245,1242,-3,9,1251,1543,4,1610,1547,-23,0,,0,N,145,125,112,1,931,,,,,,,,,
2019-03-25,WN,WN,WN,278,WN,N431WN,278,13232,MDW,"Chicago, IL",10693,BNA,"Nashville, TN",1440,1443,3,9,1452,1551,4,1605,1555,-10,0,,0,N,85,72,59,1,395,,,,,,,,,
2018-12-19,AA,AA_CODESHARE,AA,5572,OH,N580NN,5572,11057,CLT,"Charlotte, NC",11042,CLE,"Cleveland, OH",1140,1142,2,21,1203,1305,6,1325,1311,-14,0,,0,N,105,89,62,1,430,,,,,,,,,
2019-12-09,UA,UA_CODESHARE,UA,5575,OO,N959SW,5575,14771,SFO,"San Francisco, CA",13264,MFR,"Medford, OR",830,824,-6,26,850,952,3,1008,955,-13,0,,0,N,98,91,62,1,329,,,,,,,,,
2019-10-06,AA,AA,AA,1326,AA,N947NN,1326,10423,AUS,"Austin, TX",11298,DFW,"Dallas/Fort Worth, TX",1031,1033,2,15,1048,1126,11,1143,1137,-6,0,,0,N,72,64,38,1,190,,,,,,,,,
2019-06-03,WN,WN,WN,472,WN,N754SW,472,10821,BWI,"Baltimore, MD",14122,PIT,"Pittsburgh, PA",735,729,-6,15,744,821,3,840,824,-16,0,,0,N,65,55,37,1,210,,,,,,,,,
2019-06-27,AA,AA,AA,1304,AA,N869NN,1304,10423,AUS,"Austin, TX",13930,ORD,"Chicago, IL",1826,2015,109,13,2028,2245,11,2116,2256,100,0,,0,N,170,161,137,1,977,0,0,51,0,49,,,,
2018-09-13,DL,DL,DL,428,DL,N856DN,428,12478,JFK,"New York, NY",12889,LAS,"Las Vegas, NV",1935,1934,-1,28,2002,2139,15,2237,2154,-43,0,,0,N,362,320,277,1,2248,,,,,,,,,
2018-09-10,AA,AA_CODESHARE,AA,4631,YX,N130HQ,4631,10792,BUF,"Buffalo, NY",11278,DCA,"Washington, DC",636,627,-9,12,639,739,9,756,748,-8,0,,0,N,80,81,60,1,296,,,,,,,,,
2018-05-26,DL,DL,DL,2005,DL,N986AT,2005,14869,SLC,"Salt Lake City, UT",11884,GEG,"Spokane, WA",1125,1123,-2,15,1138,1153,2,1203,1155,-8,0,,0,N,98,92,75,1,546,,,,,,,,,
2018-12-14,UA,UA,UA,552,UA,N467UA,552,13930,ORD,"Chicago, IL",13871,OMA,"Omaha, NE",1540,1538,-2,11,1549,1651,3,1718,1654,-24,0,,0,N,98,76,62,1,416,,,,,,,,,
